clip_name,event_1,event_2,start_time,end_time,start_frame,end_frame,fps
WIVsIND_boundary_celebration_0007.mp4,boundary,celebration,7,15,210,450,30.0
WIVsIND_catch_celebration_0026.mp4,catch,celebration,26,34,780,1020,30.0
