clip_name,event_1,event_2,start_time,end_time,start_frame,end_frame,fps
highlight_boundary_celebration_0:00:07.mp4,boundary,celebration,0:00:07,0:00:15,210,450,30.0
highlight_catch_celebration_0:00:26.mp4,catch,celebration,0:00:26,0:00:34,780,1020,30.0
